IATA Code	ICAO Code	Airport Name	City Name	Country Code	Country Name	Number of Runways																																																																																																																																																																																																																																																									
CJU	RKPC	JEJU INTL	Jeju	KOR	Republic of Korea	2																																																																																																																																																																																																																																																									
HIN	RKPS	SACHEON AB	Jinju	KOR	Republic of Korea	2																																																																																																																																																																																																																																																									
MPK	RKJM	MOKPO AIRFORCE	Mokpo	KOR	Republic of Korea	1																																																																																																																																																																																																																																																									
MWX	RKJB	MUAN INTL	Muan	KOR	Republic of Korea	1																																																																																																																																																																																																																																																									
OSN	RKSO	OSAN AIRFORCE	Osan	KOR	Republic of Korea	2																																																																																																																																																																																																																																																									
KPO	RKTH	POHANG	Pohang	KOR	Republic of Korea	1																																																																																																																																																																																																																																																									
GMP	RKSS	GIMPO INTL	Seoul	KOR	Republic of Korea	2																																																																																																																																																																																																																																																									
ICN	RKSI	INCHEON INTL	Seoul	KOR	Republic of Korea	2																																																																																																																																																																																																																																																									
USN	RKPU	ULSAN	Ulsan	KOR	Republic of Korea	1																																																																																																																																																																																																																																																									
WJU	RKNW	WONJU	Won-ju	KOR	Republic of Korea	1																																																																																																																																																																																																																																																									
YNY	RKNY	YANGYANG INTL	Yangyang	KOR	Republic of Korea	1																																																																																																																																																																																																																																																									
YEC	RKTY	YECHEON AIRFORCE	Yecheon	KOR	Republic of Korea	1																																																																																																																																																																																																																																																									
RSU	RKJY	YEOSU	Yeosu/Suncheon	KOR	Republic of Korea	1																																																																																																																																																																																																																																																									
KIV	LUKK	CHISINAU INTL	Chisinau	MDA	Republic of Moldova	2																																																																																																																																																																																																																																																									
BZV	FCBB	MAYA MAYA	Brazzaville	COG	Republic of the Congo	1																																																																																																																																																																																																																																																									
DIS	FCPD	DOLISIE	Dolisie	COG	Republic of the Congo	1																																																																																																																																																																																																																																																									
ION	FCOI	IMPFONDO	Impfondo	COG	Republic of the Congo	1																																																																																																																																																																																																																																																									
MKJ	FCOM	MAKOUA	Makoua	COG	Republic of the Congo	1																																																																																																																																																																																																																																																									
NKY	FCBY	YOKANGASSI	Nkayi	COG	Republic of the Congo	1																																																																																																																																																																																																																																																									
OUE	FCOU	OUESSO	Ouesso	COG	Republic of the Congo	1																																																																																																																																																																																																																																																									
PNR	FCPP	ANTONIO AGOSTINHO NETO	Pointe-Noire	COG	Republic of the Congo	1																																																																																																																																																																																																																																																									
ARW	LRAR	ARAD INTL	Arad	ROU	Romania	1																																																																																																																																																																																																																																																									
BCM	LRBC	GEORGE ENESCU BACAU INTL	Bacau	ROU	Romania	1																																																																																																																																																																																																																																																									
BAY	LRBM	MARAMURES	Baia Mare	ROU	Romania	1																																																																																																																																																																																																																																																									
BBU	LRBS	BUCHAREST BANEASA AUREL VLAICU INTL	Bucharest	ROU	Romania	1																																																																																																																																																																																																																																																									
OTP	LROP	HENRI COANDA	Bucharest	ROU	Romania	2																																																																																																																																																																																																																																																									
CLJ	LRCL	AVRAM IANCU	Cluj-Napoca	ROU	Romania	1																																																																																																																																																																																																																																																									
CND	LRCK	MIHAIL KOGALNICEANU	Constanta	ROU	Romania	1																																																																																																																																																																																																																																																									
CRA	LRCV	CRAIOVA	Craiova	ROU	Romania	1																																																																																																																																																																																																																																																									
IAS	LRIA	IASI INTL	Iasi	ROU	Romania	1																																																																																																																																																																																																																																																									
OMR	LROD	ORADEA	Oradea	ROU	Romania	1																																																																																																																																																																																																																																																									
SUJ	LRSM	SATU MARE	Satu Mare	ROU	Romania	1																																																																																																																																																																																																																																																									
SBZ	LRSB	SIBIU	Sibiu	ROU	Romania	1																																																																																																																																																																																																																																																									
SCV	LRSV	STEFAN CEL MARE	Suceava	ROU	Romania	1																																																																																																																																																																																																																																																									
TSR	LRTR	TRAIAN VUIA	Timisoara	ROU	Romania	1																																																																																																																																																																																																																																																									
TGM	LRTM	TARGU MURES	Tirgu Mures	ROU	Romania	1																																																																																																																																																																																																																																																									
TCE	LRTC	TULCEA DANUBE DELTA	Tulcea	ROU	Romania	1																																																																																																																																																																																																																																																									
ABA	UNAA	ABAKAN	Abakan	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
ADH	UEEA	ALDAN	Aldan	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
AMV	ULDD	AMDERMA	Amderma	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
DYR	UHMA	UGOLNY	Anadyr	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
AAQ	URKA	ANAPA	Anapa	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KVK	ULMK	KIROVSK APATITY	Apatity	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
ARH	ULAA	TALAGI	Arkhangelsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
ASF	URWA	ASTRAKHAN	Astrakhan	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
BAX	UNBB	MIKHAYLOVKA	Barnaul	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
EGO	UUOB	BELGOROD	Belgorod	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
BQS	UHBB	IGNATYEVO	Blagoveschensk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
UUS	UHSS	KHOMUTOVO	Bogorodskoye	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KJA	UNKL	YEMELYANOVO	Bor	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
BZK	UUBP	BRYANSK	Bryansk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
UUA	UWKB	BUGULMA	Bulguma	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
CEK	USCC	BALANDINO	Chelyabinsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
CEE	ULWC	CHEREPOVETS	Cherepovets	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
HTA	UIAA	KADALA	Chita	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
CKH	UESO	CHOKURDAKH	Chokurdakh	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NSK	UOOO	ALYKEL	Dikson	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
TBW	UUOT	TAMBOV DONSKOYE	Donskoye	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
ESL	URWI	ELISTA	Elista	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
SWV	UHMW	SEVERO EVENSK	Evensk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
GDZ	URKG	GELENDZHIK	Gelendzhik	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
RGK	UNBG	GORNO-ALTAYSK	Gorno-Altaysk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
GRV	URMG	GROZNY	Grozny	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
IAA	UOII	IGARKA	Igarka	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
INA	UUYI	INTA	Inta	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
IKT	UIII	IRKUTSK	Irkutsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
IWA	UUBI	IVANOVO YUZHNY	Ivanovo	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
IJK	USII	IZHEVSK	Izhevsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KGD	UMKK	KHRABROVO	Kaliningrad	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KLF	UUBC	GRABTSEVO	Kaluga	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KVR	UHWK	KAVALEROVO	Kavalerovo	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KEJ	UNEE	ALEXEY LEONOV	Kemerovo	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
KHV	UHHH	KHABAROVSK NOVY	Khabarovsk	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
YKS	UEEE	YAKUTSK	Khandyga	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
HTG	UOHH	KHATANGA	Khatanga	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
UUD	UIUU	MUKHINO	Kirensk	RUS	Russian Federation	3																																																																																																																																																																																																																																																									
KZN	UWKD	KAZAN	Kirov	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KVX	USKK	POBEDILOVO	Kirov	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
MMK	ULMM	MURMANSK	Kirovsk/Apatity	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KGP	USRK	KOGALYM INTL	Kogalym	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KXK	UHKK	KOMSOMOLSK NA AMUR KHURBA	Komsomolsk-na-Amure	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KSZ	ULKK	KOTLAS	Kotlas	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KRR	URKK	PASHKOVSKIY	Krasnodar	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
KRO	USUU	KURGAN	Kurgan	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
URS	UUOK	KURSK VOSTOCHNY	Kursk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KYZ	UNKY	KYZYL	Kyzyl	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
LDG	ULAL	LESHUKONSKOYE	Leshukonskoye	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
LPK	UUOL	LIPETSK	Lipetsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
GDX	UHMM	Sokol	Magadan	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
OGZ	URMO	BESLAN	Magas	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
MQF	USCM	MAGNITOGORSK	Magnitogorsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
MCX	URML	UYTASH	Makhachkala	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
MRV	URMM	MINERALNYYE VODY	Mineralnye Vody	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
BKA	UUBB	BYKOVO	Moscow	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
DME	UUDD	DOMODEDOVO	Moscow	RUS	Russian Federation	3																																																																																																																																																																																																																																																									
OSF	UUMO	OSTAFYEVO INTL BUSINESS	Moscow	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
SVO	UUEE	SHEREMETYEVO INTL	Moscow	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
VKO	UUWW	VNUKOVO INTL	Moscow	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
NYM	USMM	NADYM	Nadym	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NAL	URMN	NALCHIK	Nalchik	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NNM	ILAM	NARYAN MAR	Naryan Mar	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NFG	USRN	NEFTEYOUGANSK	Nefteyougansk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NBC	UWKE	BEGISHEVO	Nizhnekamsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
GOJ	UWGG	STRIGINO	Nizhny Novgorod	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
NOZ	UNWW	SPICHENKOVO	Novokuznetsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
OVB	UNNT	TOLMACHEVO	Novosibirsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NUX	USMU	NOVY URENGOY	Novy Urengoy	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NOJ	USRO	NOYABRSK	Noyabrsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
HMA	USHH	KHANTY MANSIYSK	Nyagan	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
OHO	UHOO	OKHOTSK	Okhotsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
PYJ	UERP	POLIARNY	Olenek	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
OMS	UNOO	OMSK TSENTRALNY	Omsk	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
REN	UWOO	ORENBURG	Orenburg	RUS	Russian Federation	4																																																																																																																																																																																																																																																									
OSW	UWOR	ORSK	Orsk	RUS	Russian Federation	4																																																																																																																																																																																																																																																									
UIK	UIBS	OUST ILIMSK	Oust Ilimsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
PEX	UUYP	PECHORA	Pechora	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
PEZ	UWPP	PENZA	Penza	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
PEE	USPP	BOLSHOE SAVINO	Perm	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
PKC	UHPP	YELIZOVO	Petropavlovsk (RU)	RUS	Russian Federation	3																																																																																																																																																																																																																																																									
PWE	UHMP	PEVEK	Pevek	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
TLY	UHWP	PLASTUN	Plastun	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
VVO	UHWW	KNEVICHI	Preobrazheniye	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
PKV	ULOO	PSKOV	Pskov	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
RAT	USNR	RADOUZHNIY	Radoushniy	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
IAR	UUDL	TUNOSHNA	Rostov (RU)	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
ROV	URRP	PLATOV INTL	Rostov-on-Don	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
SBT	USDA	SABETTA	Sabetta	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
SLY	USDD	SALEKHARD	Salekhard	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KUF	UWWW	KURUMOCH	Samara	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
SKX	UWPS	SARANSK	Saransk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
RTW	UWSS	SARATOV TSENTRALNY	Saratov	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
AER	URSS	SOCHI	Sochi	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
CSH	ULAS	SOLOVKI	Solovestky Islands	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
PES	ULPB	BESOVETS	Solovetsky	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
LED	ULLI	PULKOVO	St Petersburg	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
STW	URMT	SHPAKOVSKOYE	Stavropol	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
SWT	UNSS	STREJEVOI	Strejevoi	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
SUY	UENS	SUNTAR	Suntar	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
SGC	USRR	SURGUT INTL	Surgut	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NJC	USNN	NIZHNEVARTOVSK	Tarko-Sale	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
TOF	UNTT	BOGASHEVO	Tomsk	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
KLD	UUEM	MIGALOVO	Tver	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
NER	UELL	CHULMAN	Tynda	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
TJM	USTR	ROSHCHINO INTL	Tyumen	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
UFA	UWUU	UFA	Ufa	RUS	Russian Federation	3																																																																																																																																																																																																																																																									
UCT	UUYH	UKHTA	Ukhta	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
ULY	UWLW	ULYANOVSK VOSTOCHNY	Ulyanovsk (RU)	RUS	Russian Federation	2																																																																																																																																																																																																																																																									
URJ	USHU	URAY	Uray	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
USK	UUYS	USINSK	Usink	RUS	Russian Federation	1																																																																																																																																																																																																																																																									
